0.8130833091905991, 0.25858948589918374, 87
0.6692618509955218, 0.3451330100439535, 50
0.7149125616055647, 0.718331537176571, 301
0.8611475475661443, 0.7963541254558246, 92
0.7411491585467794, 0.2653371568941781, 93
0.7704275777179412, 0.747667074136527, 397
0.8226672271361102, 0.7749645906742574, 209
0.6260335275146119, 0.670355458031639, 50
0.3742486583879648, 0.28764966246135665, 153
0.47235504098331565, 0.3185689006924428, 58
0.32717107208301643, 0.8095615542985743, 52
0.2743928977959646, 0.23464481665786427, 60
0.7171501137326638, 0.3227959711142789, 107
0.27301008886269096, 0.7822547518199746, 54
0.7813398569966601, 0.2965245732659939, 94
0.45269390346591193, 0.6980158931008585, 44
0.719920016944254, 0.39726308815247635, 34
0.37220665766117184, 0.7290696802040755, 76
0.18270439921062379, 0.7986069797583192, 11
0.45655080118575914, 0.5951452852903862, 25
0.43401057668079335, 0.32384845663430945, 79
0.745127775636912, 0.36988198790935495, 54
0.23242489744911662, 0.7696578591931997, 25
0.31156924583876605, 0.7275224924740364, 66
0.4439116824175759, 0.7584912341594106, 22
0.367810192089743, 0.7810299192708571, 50
0.260141382683854, 0.7391023158227255, 27
0.6660188582001789, 0.40376954674640525, 46
0.8024346248974568, 0.20443715885462493, 50
0.2173823323740993, 0.26246305656561386, 57
0.6673837611565865, 0.6922052612784226, 136
0.32818549646859724, 0.7601781284433345, 77
0.15399341606876465, 0.15613689919940466, 2
0.2514089058779386, 0.2843525301445357, 64
0.392241747979542, 0.67957758241835, 66
0.899940592743874, 0.8154620375973479, 33
0.28761503975079816, 0.27215494687805514, 91
0.322826180682644, 0.293806681710269, 127
0.33638253872227597, 0.25490918942006124, 72
0.5033115464353185, 0.5524149884972074, 8
0.47298911261832993, 0.7276425092182089, 15
0.9103131897746787, 0.17125210787486728, 22
0.33944809707293777, 0.6882351882975538, 33
0.41556820664338834, 0.7229968645933993, 69
0.8703454147287917, 0.17721897620776386, 46
0.2955956390903845, 0.3248880688640911, 25
0.9463751288790825, 0.10320803280780945, 8
0.5003476655959563, 0.36524306410768315, 27
0.46501185257174615, 0.8012405366310149, 6
0.42488085295948597, 0.6553130058069336, 53
0.5539713320871854, 0.6006635343764493, 10
0.27615328702360853, 0.8605518848501358, 30
0.657056839986898, 0.4514904863263241, 13
0.3986678185057305, 0.31829761063265705, 91
0.5389684126302546, 0.46970070203900127, 5
0.30201461291523796, 0.90053756832733, 4
0.3899550611806934, 0.8547432223725286, 9
0.8508165033043853, 0.2378963559768385, 35
0.7799425862364092, 0.3409798234507529, 59
0.595117100491, 0.3600439867062816, 12
0.7708122351606136, 0.1711784692038594, 11
0.4894741955533715, 0.6629330426232188, 42
0.48572210503556756, 0.6251674065096966, 22
0.16046970566342364, 0.2815989912265042, 11
0.33896435830914157, 0.3322447715295196, 33
0.558951023661013, 0.33244943396687304, 24
0.8677028909369643, 0.2979977969452666, 4
0.43107966420503024, 0.27686227951771497, 50
0.5012934589587545, 0.2588409955198962, 2
0.629774527814855, 0.3833385027978105, 32
0.10974128815345352, 0.24801018337755748, 14
0.8213262276910593, 0.15128545342343164, 24
0.1948490861865263, 0.9233760700779241, 8
0.1360437220977875, 0.8883552593146768, 8
0.6789086205447195, 0.307949962032001, 38
0.6135355584543303, 0.4258082276669149, 17
