0.3527920661828826, 0.3960830345251751, 1, 1
0.23372980907561816, 0.1857311645077462, 3, 1
0.21510832578760292, 0.21201754275360069, 1, 1
0.2945937692453037, 0.36965993306766204, 12, 1
0.36771522093574616, 0.3765706420551538, 1, 1
0.24635687759348976, 0.3423316809970559, 2, 1
0.2830210625704743, 0.36794477672143916, 8, 1
0.3675908578472362, 0.4951199260818201, 2, 1
0.31416440471742496, 0.4609726982431982, 5, 1
0.328556332245767, 0.42788126026023615, 3, 1
0.2990294746908857, 0.35487707257717893, 9, 1
0.29061222173236584, 0.3344081193020219, 8, 1
0.3124270834323227, 0.2725234338267908, 4, 1
0.32123791234124766, 0.534428082366736, 2, 1
0.3191578605211771, 0.300951775910605, 3, 1
0.3000439405520164, 0.38292528555501376, 9, 1
0.2723541455754168, 0.3604929898157526, 9, 1
0.26892839830986387, 0.2240740075255447, 2, 1
0.26681760117316566, 0.3997470269258879, 3, 1
0.22837447191204666, 0.23369758283035566, 4, 1
0.2632521664110812, 0.3519326596265822, 2, 1
0.2620638021274097, 0.29153358070276186, 3, 1
0.2754533499528705, 0.34860161294339925, 9, 1
0.2848629629707027, 0.32822374254402614, 7, 1
0.27492129702838924, 0.3096720083722036, 10, 1
0.29881962006705265, 0.4880826356785783, 2, 1
0.31452870500526153, 0.34108617526843066, 5, 1
0.33915048187338837, 0.3415158023430127, 3, 1
0.3580026584436546, 0.5245996067730202, 1, 1
0.3253366709431665, 0.3307977536430724, 4, 1
0.23750229166453746, 0.3151437160415041, 2, 1
0.2605748061662256, 0.22155055010022143, 3, 1
0.28970837872607336, 0.36246275622830704, 4, 1
0.24176499227356085, 0.28045039604943883, 2, 1
0.32005199570453713, 0.3169050923034446, 2, 1
0.2671069507739427, 0.2987560222551654, 6, 1
0.28258187919996514, 0.4087388416521513, 2, 1
0.2923174617851859, 0.4680182669673973, 1, 1
0.33837247517069646, 0.3887204098947178, 2, 1
0.27330570362930096, 0.25968368294734767, 6, 1
0.22954919083340666, 0.29680669500782164, 2, 1
0.3146245466815072, 0.40004918837470355, 6, 1
0.2969678186915368, 0.3147583965677445, 12, 1
0.32853409108209236, 0.4198641369837681, 5, 1
0.20846035148608405, 0.26958478983086204, 1, 1
0.31202089098257696, 0.37784291769129874, 4, 1
0.28740691350600583, 0.4051234399863826, 2, 1
0.2962790606818164, 0.4041695340696286, 3, 1
0.23672111484950803, 0.38555711496186595, 1, 1
